WPM Intervals,Label
35 35 39 38 35 37 35 36 41 36 37 42 35 37 41 36 41 42 43 42 41 39 40 34 44 39 44 36 34 42 43 42 40 34 42 43 35 43 35 35 36 41 44 35 38 40 35 35 44 44 35 36 36 41 36 40 38 41 40 44 38 36 36 43 39 40 43 40 34 37 36 41 36 37 42 43 42 40 44 34 38 38 34 41 41 38 36 39 40 41 44 40 40 39 39 44 39 44 40 41 44 38 41 44 40 41 36 37 36 38 37 35 34 42 35 36 37 43 36 42 43 40 37 44 43 38 36 37 42 36 34 43 37 44 37 41 38 34 41 35 37 36 34 34 34 37 43 35 34 36 43 44 36 44 44 35 38 34 37 35 44 37 43 38 37 42 40 40 34 36 43 35 34 43 44 37 41 41 40 38,0
52 52 53 54 52 54 52 53 52 54 54 53 54 54 54 54 54 53 53 53 54 53 54 52 53 54 53 53 54 54 54 54 52 54 53 53 54 54 54 54 52 52 52 54 52 53 53 54 54 54 53 54 54 52 54 53 52 54 52 52 53 53 52 54 54 52 54 53 52 52 54 54 53 52 53 53 52 52 54 53 52 52 52 54 54 52 54 53 52 53 52 52 54 53 54 54 53 53 52 54 52 52 52 52 53 52 54 52 52 52 52 54 52 54 52 54 52 54 52 53 54 54 53 52 53 54 54 53 52 52 53 53 52 52 54 53 53 52 54 52 53 54 52 53 54 53 53 54 52 53 53 53 54 54 52 52 52 53 52 53 54 54 52 52 52 52 54 54 53 54 54 52 54 54 54 54 54 52 52 54 54 52 52 53 54 53 52 53 52 54 54 54 54 53 53 53 54 53 53 53 52 53 53 52 52 53 52 54 54 54 54 52 54 52 53 53 54 52 54 52 53 54 52 52 52 54 53 54 52 54 52 53 53 52 54 52 54 52 52 54 54 54 52 54 52 54 52 53 54 53 53 52 54 53 52 53 53 53 52 53 54 54 52 54 53 52 52 52 53 52 53 52 52 54 52 52 53 53 54 53 54 52 53 52 53 53 53 54 53 54 52 53 53 54 52 52 52 52 54 53 52 54 52 52 52 53 54 52 52 53 53 52 53 54 53 52 53 53 54 52 53 53 54 54 52 54 53 54 53 53 53 53 52 53 53 54 52 52 53 53 52 52 53 53 54 52 52 52 54 54 53 52 52 53 52 54 54 52 53 53 53 52 52 53 54 54 52 54 52 53 52 52 53 53 53 54 53 53 52 52 52 52 53 53 53 54 53 54 53 52 53 52 52 53 53 54 53 52 54 54 52 52 54 52 54 52 52 53 54 52 52 52 52 52 52 54 52 53 54 53 54 52 52 52 53 54 52 52 54 54 52 53 53 52 52 53 54 53 52 52 52 53 52 54 53 53 52 52 53,1
70 68 69 69 68 68 69 69 69 69 69 70 70 68 68 68 69 68 70 69 69 68 69 69 68 69 68 68 70 68 68 68 70 69 70 70 70 70 69 70 68 68 70 68 68 70 68 69 68 69 70 68 70 68 69 70 69 68 69 68 70 68 69 68 68 68 70 69 69 70 68 69 70 69 70 70 69 68 68 70 69 69 69 68 68 69 68 68 69 70 70 70 68 69 68 68 68 68 69 70 68 70 70 69 70 68 68 68 69 68 70 68 68 70 69 68 70 69 69 70 68 69 70 70 69 68 68 69 70 69 69 69 70 70 70 69 70 70 68 69 68 68 68 68 70 68 68 68 69 69 68 68 70 70 69 68 70 70 69 70 70 70 68 68 69 69 70 70 69 70 69 69 70 68 70 68 69 69 68 69 69 68 68 70 69 70 70 69 70 69 69 70 68 70 68 70 69 69 68 69 68 70 70 69 68 70 68 69 69 70 68 68 70 68 69 68 69 70 70 70 69 70 70 69 70 70 68 70 70 70 70 68 69 68 70 70 69 69 70 70 68 69 68 70 68 70 70 69 69 70 68 68 69 68 68 70 69 69 68 70 68 69 69 70 69 68 69 69 69 70 69 68 69 70 68 70 70 69 70 70 69 68 68 70 69 69 70 68,1
53 55 55 52 53 54 55 51 53 52 59 53 52 60 52 56 54 52 58 60 56 54 53 55 57 51 60 59 58 53 52 58 59 55 52 60 55 50 51 57 58 57 56 54 50 52 59 59 55 51 60 60 59,0
63 65 56 58 55 59 59 64 60 57 65 65 62 56 60 57 64 59 59 62 64 65 58 60 61 56 61 58 62 59 62 63 57 58 63 56 55 59 57 61 62 62 61 55 63 65 59 55 57 55 58 60 57 60 63 64 61 57 57 63 64 64 57 58 64 63 62 61 57 55 64 57 60 58 62 57 63 62 60 65 62 56 63 62 56 61 65 57 55 63 57 59 62 60 56 60 65 59 57 57 58 55 56 59 65 64 61 58 65 61 64 65 59 65 55 65 61 57 60 65 58 57 62 60 58 65 58 62 62 60 61 62 63 57 62 62 63 58 60 57 58 62 64 59 64 58 65 57 61 62 57 61 57 60 60 65 64 59 64 57 64 57 56 56 61 65 58 60 56 55 62 63 64 60 64 62 60 61 59 55 65 60 62 62 63 64 64 57 62 55 65 60 65 62 56 61 61 64 59 65 55 59 59 55 62 64 60 62 64 63 55 56 63 55 61 57 55 65 62 60 64 64 64 55 58 58 60 64 63 60 57 57 61 58 58 64 61 61 61 62 58 60 55 58 61 59 64 61 63 58 57 56 57 63 56 62 62 60 55 58 60 55 57 64 60 63 64 60 60 57 59 64 63 55 63 56 55 65 59 63 60 65 55 61 63 58 58 55 63 58 64 58 64 58 55 58 59 61 56 57 56 61 57 58 59 64 64 55 58 60 64 65 58 55 65 60 64 61 58 61,0
66 66 65 65 66 67 67 67 66 65 66 67 66 65 67 65 66 67 65 66 67 65 67 66 67 65 66 67 67 66 65 66 66 65 66 65 65 66 67 66 65 67 66 66 66 67 66 66 65 66 67 67 66 65 67 67 65 65 66 65 65 66 65 65 65 66 67 65 66 65 65 66 66 67 67 65 66 66 66 67 65 66 66 67 67 65 66 66 67 65 65 66 65 66 66 65 66 66 66 66 67 65 66 67 67 65 66 65 65 65 67 65 65 65 65 65 67 66 67 67 67 67 66 67 67 67 66 66 67 67 65 66 65 66 67 65 65 67 65 65 65 67 65 66 65 67 66 65 67 65 67 67 66 65 67 66 66 65 65 66 66 66 67 65 67 66 66 66 67 67 65 67 67 66 66 66 65 67 65 66 66 65 67 67 66 66 67 65 66 65 65 65 65 65 66 66 67 65 67 66 67 65 66 67 66 66 65 65 66 67 67 65 67 66 66 66 66 66 65 67 66 65 66 67 67 65 66 66 67 67 66 67 67 67 65 66 66 65 67 67 67 66 65 65 67 66 65 66 66 66 65 67 65 66 65 67 66 66 66 67 67 65 66 67 66 65 65 67 67 66 66 66 65 65 65 65 66 67 67 65 66 67 66 65 67 65 65 66 65 65 67 67 66 65 66 65 66 66 66 66 67 67 66 66 67 66 65 66 66 65 67 66 66 65 66 67 65 66 66 66 66 66 65 66 67 67 65 66 67 66 67 65 67 65 65 67 67 66 67 66 67 65 65 66 65 65 67 65 65 65 67 67 67 67 67 66 67 65 66 66 65 66 65 67 67 67 67 66 65 67 66 67 67 66 65 65 67 67 66 67 65 67 65 67 66 66 65 67 67 65 65 65 66 65 67 66 65 67 66 66 66 67 65 65 66 67 67 66 65 67 65 67 67 65 67 66 67 67 65 66 66 67 66 65 65 65 67 65 67 67 65 66 65 65 66 67 67 66 65 66 67 66 66 65 65 66 66 67 66 67 66 65 65 66 65 66 66 67 66 66 67 66 67 66 67 65 67 67 66 67,1
37 28 30 37 30 32 36 29 28 33 28 36 34 36 36 30 35 34 28 29 37 33 33 34 30 27 37 29 33 28 36 33 36 37 29 36 29 28 36 29 27 36 30 28 32 27 27 33 28 30 35 28 28 36 30 32 30 32 36 29 27 29 32 37 36 35 36 37 30 37 28 27 30 35 34 28 29 30 28 37 34 28 37 31 33 32 36 31 35 32 34 36 35 36 36 37 29 31 31 37 37 32 31 36 35 32 29 28 37 32 34 30 33 37 32 34 28 37 31 29 35 30 37 32 28 37 33 30 31 35 34 30 30 36 27 36 36 31 30 34 34 30 37 34 33 27 33 36 30 34 35 32 30 33 33 33 34 37 34 29 31 28 35 27 33 36 28 35 33 27 36 34 37 30 37 35 37 34 32 29 37 33 28 33 29 29 32 34 31 31 35 36 28 33 32 35 37 31 29 27 35 32 33 33 33 37 28 34 32 31 34 29 32 37 28 30 33 30 32 36 27 30 37 27 32 35 28 31 36 32 30 31 27 27 35 27 37 27 30 33 35 34 37 28 34 32 35,0
49 48 44 47 41 50 42 41 44 44 45 43 47 41 44 45 47 45 49 42 49 48 45 46 50 46 41 48 41 48 50 47 46 44 46 50 42 44 49 45 47 49 51 41 44 41 51 41 50 47 41 51 51 42 42 48 50 48 42 43 46 48 44 46 47 41 44 50 45 43 42 48 46 50 45 42 41 50 44 47 48 44 47 46 41 41 43 50 46 43 51 48 50 51 51 47 46 45 51 47 43 46 42 50 46 46 50 45 45 42 44 49 47 47 50 47 46 46 47 49 49 47 49 43 46 45 51 46 49 48 42 45 50 46 44 44 50 46 41 47 45 46 44 51 47 45 46 41 46 50 46 51 43 51 49 47 50 49 42 50 48 48 47 44 45 51 43 51 43 45 46 45 44 50 49 46 48 41 45 51 48 50 44 49 43 51 48 46 49 49 49 41 50 51 43 45 50 51 50 48 44 51 45 49 42 51 42 51 50 47 44 41 47 50 43 50 44 41 50 47 41 46 46 50 51 46 50 48 48 41 48 43 44 46 50 43 44 48 51 43,0
58 58 59 60 58 60 58 60 59 60 60 60 58 60 60 59 59 58 58 58 59 58 58 60 59 59 59 58 60 60 60 59 59 59 58 58 58 60 59 58 60 60 58 59 58 58 59 58 58 60 59 58 60 60 58 60 58 58 58 59 60 60 60 60 59 58 58 60 59 59 58 58 59 60 60 59 59 58 59 58 60 60 59 60 60 59 58 59 60 59 59 58 60 58 60 60 59 60 60 58 60 60 60 60 60 58 59 60 60 59 59 58 60 60 60 60 58 58 58 59 58 58 59 58 59 58 60 58 59 59 59 58 58 60 59 58 58 58 59 60 60 58 59 59 58 59 58 58 60 59 60 60 60 58 59 58 58 58 58 59 60 58 60 58 58 59 59 58 60 59 59 58 60 59 60 59 60 60 59 58 60 58 60 59 59 58 59 58 59 58 60 59 58 58 59 58 60 58 59 59 58 60 59 60 59 60 59 59 59 58 59 58 60 58 60 59 60 58 60 58 59 59 59 60 60 59 60 60 59 59 58 60 58 59 58 59 59 58 58 59 59 60 58 59 59 60 60 58 59 58 60 58 60 59 58 58 58 60 59 59 58 60 58 58 58 58 59 59 60 59 58 58 58 58 59 60 58 58 58 58 59 58 60 59 59 60 59 59 59 60 58 58 60 60 59 59 58 59 59 60 60 59 58 59 59 60 59 59 59 59 59 60 58 59 58 60 58 58 59 59 59 58 59 60 60 60 58 60 58 59 58 58 58 58 59 60 58 59 58 60 60 60 60 58 58 59 59 58 58 60 60 59 58 60 58 60 60 60 58 60 58,1
54 54 55 53 55 54 53 55 53 53 54 55 55 53 53 54 53 53 55 53 55 55 53 54 55 55 53 53 53 55 54 53 53 54 53 55 54 53 54 55 54 53 53 54 53 53 55 55 55 55 55 53 54 55 55 55 54 55 53 53 55 55 55 55 53 53 55 54 53 53 55 53 55 53 55 54 54 53 54 54 55 55 53 53 54 55 53 54 54 55 55 55 55 54 55 54 54 55 54 54 55 55 55 54 53 53 54 55 55 53 54 53 54 53 53 54 54 54 55 54 53 53 54 53 54 55 55 55 55 53 55 55 53 54 55 54 55 54 53 55 53 54 53 55 54 54 54 54 55 54 53 55 54 54 54 54 55 54 55 54 55 54 54 55 54 55 54 54 53 53 55 55 54 53 55 54 54 53 54 53 54 55 55 54 53 53 55 55 54 53 53 54 55 55 53 53 55 55 53 53 53 53 53 54 55 55 53 55 54 55 55 55 55 53 53 55 53 55 53 54 53 54 53 55 55 53 54 54 54 54 55 54 53 55 54 54 55 53 54 53 54 55 53 53 55 53 54 53 53 53 55 54 53 53 55 55 53 54 54 53 55 54 55 54 55 54 55,1
42 36 42 35 41 41 34 41 34 38 40 44 40 39 38 42 35 41 40 44 36 38 42 37 36 44 39 42 38 39 44 38 42 41 35 36 41 42 37 39 43 41 41 38 40 39 35 42 41 40 42 43 37 34 39 38 39 34 36 36 43 42 41 37 42 40 43 34 34 44 35 43 38 42 39 35 44 40 41 34 42 42 42 34 36 41 43 34 43 44 34 41 41 43 40 36 41 42 39 43 39 40 41 44 43 44 44 43 36 37 42 39 38 43 36 39 44 40 42 35 42 38 37 42 38 37 36 39 34 41 40 36 38 35 44 42 39 44 34 36 35 38 41 36 34 44 38 40 37 44 34 44 39 41 42 41 40 34 37 41 43 35 34 36 39 36 43 37 35 40 44 34 36 37 44 37 41 43 37 35 42 37 42 43 40 40 35 35 34 42 37 42 35 43 41 34 43 41 40 35 37 35 37 43 39 40 35 39 43 34 43 37 40 44 40 43 34 40 39 43 37 41 38 41 34 39 37 41 41 43 43 43 37 44 40 44 43 39 44 35 39 39 37 34 39 41 42 44 41 34 39 43 36 36 36 42 39 38 41 36 42 43 44 41 41 39 36 39 43 37 44 42 36 41 35 42 36 41 42 44 37 37 37 38 37 35 39 39 40 41 34 36 44 35 36 42 43 34 44 40 42 39 41 42 38 43 42 34 35 35 38 39 44 35 43 36 44 34 34 39 34 39 35 34 44 34 36 39 38 37 41 43 43 34 39 35 38 39 35 43 36 42 39 35 38 41 43 35 41 40 41 39 36 35 43 42 40 40 34 41 44 34,0
39 40 31 39 32 36 40 40 39 32 36 31 34 34 36 41 41 38 37 31 35 36 38 36 32 33 41 36 37 36 31 31 34 38 32 32 32 37 37 41 41 36 38 38 38 38 31 41 31 36 34 34 38 41 31 39 37 38 32 36 31 32 40 33 41 40 37 38 40 34 35 40 40 32 39 34 33 33 39 39 37 38 36 41 34 32 35 31 31 41 32 35 38 35 32 33 35 34 33 40 38 35 32 31 36 37 37 41 31 35 32 39 38 36 34 37 41 41 41 40 38 33 40 41 32 33 40 41 41 32 38 37 40 32 36 41 33 39 38 40 34 32 40 37 36 41 36 41 41 39 36 34 32 40 40 39 33 37 40 37 41 31 36 40 35 39 31 33 35 41 38 35 32 32 34 32 39 33 39 34 31 37 38 41 37 38 37 36 32 41 32 41 38 32 34 37 35 40 40 38 35 32 40 33 33 33 31 33 40 36 40 34 36 38 37 40 37 39 41 41 41 31 37 41 41 33 33 36 40 38 36 31 33 32 37 33 33 31 34 35 32 34 32 36 34 33 38 40 36 31 40 36 41 31 38 37 33 38 37 34 40 39 37 31 34 38 40 34 32 39 39 32 36 39 35 33 37 37 36 36 31 39 38 32 31 33 37 39 37 35 33 40 36 40 33 39 31 41 37 35 36 31 41 35 37 31 34 37 39 35 41 33 34 33 40 35 35 33 31 37 34 34 31 34 34 41 40 40 35 40 34 33 33 31 37 38 40 39 41 41 33 31 34 31 35 35 36 33 41 41 39 32 38 31 37 33 36 31 41 36 34 37 38 39 35 35 41 40 39 35 33 35 32 35 34 36 35 32 31 34 34 32 40 31 36 35 41 32 40 35 31 31 33 36 34 41 40 33 41 34 37 31 31 34 39 37 34 38 35 31 41 41 41 35 40 41 39 40 33 37 39 41 40 38 34 32 35 32 35 34 37 39 41 35 37 40 31 31 39 34 31 33 35 40 37 33 33 31 33 41 41 37 40 33 34 37 37 35 32 39 34 31 32 38 34 34 33 36 33 33 33 37 33 41 40 32 33 33 36 40 34 41,0
47 42 45 37 47 45 38 47 42 41 39 45 42 40 45 44 47 40 46 42 44 41 39 38 46 37 41 39 40 39 37 46 45 43 41 42 44 37 45 37 42 40 38 37 45 43 42 37 45 41 43 47 47 37 37 38 47 43 44 43 45 44 42 47 38 45 40 42 41 40 38 39 42 47 47 44 38 42 45 44 37 46 37 47 42 47 47 43 45 38 46 45 43 40 47 39 44 43 47 45 47 38 42 42 42 47 42 42 45 43 37 38 38 40 41 46 40 43 42 46 42 46 37 37 41 38 42 45 39 43 38 44 38 42 39 44 46 46 46 41 40 39 44 41 39 41 47 45 42 42 42 38 40 45 47 44 47 38 45 40 38 40 46 44 44 41 46 37 39 40 47 45 38 41 40 37 45 43 42 45 39 41 37 42 41 47 42 45 47 41 47 38 39 46 38 45 45 47 39 39 40 38 43 37 39 39 43 45 42 42 37 47 43 41 46 44 37 42 46 38 47 39 45 47 39 44 42 40 45 37 39 41 45 44 38 39 40 42 45 45 45 42 40 44 38 47 37 40 38 42 44 46 44 42 39 45 45 45 41 39 39 38 42 43 39 38 37 40,0
51 50 52 51 52 50 50 51 52 50 51 52 50 50 50 50 52 50 52 50 52 50 51 51 50 52 50 52 52 51 52 52 51 50 50 51 51 50 50 51 50 50 51 50 51 52 50 52 50 51 50 51 51 52 50 51 50 52 50 52 51 52 52 52 50 52 50,1
49 51 49 50 51 50 51 49 49 49 50 50 50 51 51 49 50 49 50 50 49 49 49 50 51 50 50 49 51 51 49 50 50 51 51 51 50 49 49 51 50 50 49 50 51 49 50 49 50 51 50 50 49 50 51 50 51 49 50 49 49 51 49 50 49 50 49 51 49 49 51 50 50 49 50 49 51 51 49 50 49 49 50 51 51 50 51 49 51 51 49 49 50 51 50 50 50 49 50 49 50 49 49 50 51 51 50 49 50 50 49 51 49 49 50 51 51 50 50 49 51 51 51 49,1
68 68 69 67 69 69 69 68 67 68 67 69 67 68 68 67 67 67 68 69 67 69 68 69 69 68 67 69 68 69 67 68 67 68 68 69 67 69 68 68 68 68 67 67 68 67 68 68 67 67 67 69 67 69 67 68 68 69 68 67 68 69 67 69 67 69 67 69 68 68 68 67 67 69 68 67 68 68 68 67 67 67 68 68 69 67 69 68 67 69 69 67 67 69 68 68 67 68 68 67 68 67 69 69 69 69 69 67 68 67 68 67 67 68 67 68 67 68 69 68 68 68 69 69 67 69 69 67 69 68 67 67 68 69 68 68 67 69 67 67 68 67 67 67 67 67 69 68 69 69 69 69 69 69 68 67 67 67 67 67 68 69 69 68 68 69 69 68 69 67 68 68 67 68 68 69 67 69 68 67 67 69 69 67 67 68 68 68 68 67 69 69 69 68 69 68 69 67 68 67 69 69 68 69 69 68 67 69 69 67 67 68 67 69 67 67 67 67 68 69 67 67 67 69 67 69 69 69 69 68 67 68 68 67 69 67 68 69 69 68 68 68 67 67 67 68 67 69 69 69 69 69 68 69 69 69 69 67 69 69 69 68 68 69 69 69 69 69 68 67 68 69 68 67 67 67 67 69 68 69 67 68 69 68 69 68 69 68 67 69 67 68 69 67 69 67 67 68 69 69 68 67 67 67 67 68 69 68 68 67 69 68 69 68 68 69 67 69 69 67 67 68 68 69 69 67 68 68 67 69 67 67 68 67 67 69 69 68 69 67 69 67 67 69 68 67 68 67 69 67 67 68 67 68 69 67 67 68 67 68 67 67 68 69 67 68 69 68 68 68 68 67 67 67 68 69 68 69 67 69 69 69 69 68 68 69 69 69 69 69 69 67 69 67 68 67 67 68 67 67 69 69 68 67 68 69 67 67 69 67 69 69 69 67 68 69 68 69 67 69 67 68 67 69 67 69 68 67 68 67 68 68 67 67 68 67 68 68 69 69 69 67 69 69 69 67 69 69 68 67 68 68 67 68 69 67 67 68 69 69 69 69 67 68 68 67 68 68 69 69 69 67 69 68 69 69 68 67 69 69 68 68 69 69 67 68 69 68 68 69 67 69 69 68,1
62 61 61 63 61 62 62 63 61 61 63 63 63 63 61 63 61 62 63 62 62 61 62 63 61 63 63 61 61 62 61 62 62 62 62 62 63 63 63 63 62 61 62 62 63 63 61 62 61 63 62 63 61 61 62 63 63 62 62 61 61 61 61 63 63 62 63 61 61 63 61 63 63 62 63 63 62 63 62 61 61 62 61 63 63 62 62 61 62 61 62 62 61 61 63 61 63 62 61 62 61 63 63 62 62 61 63 62 63 61 61 63 63 62 63 62 62 62 63 63 63 61 61 61 62 61 63 63 62 61 61 61 63 63 62 63 62 63 63 62 63 62 63 62 61 63 63 63 63 63 61 62 62 63 62 63 63 63 61 61 63 61 61 63 62 63 61 62 62 61 62 63 61 63 62 61 63 63 62 62 63 62 61 61 63 63 63 61 62 62 63 61 62 63 62 62 62 62 63 62 63 63 62 62 63 61 62 63 63 61 63 61 63 63 61 61 63 62 63 63 62 63 63 63 63 61 61 62 62 63 62 62 62 63 61 63 63 62 62 61 62 62 61 63 63 63 62 62 63 61 62 63 61 63 62 62 61 63 62 62 63 61 61 62 62 61 63 62 63 61 62 63 62 61 61 62 61 61 61 63 61 63 63 62 62 63 61 63 62 63 61,1
60 60 60 62 62 60 61 61 60 62 62 60 61 62 60 62 60 61 62 61 60 61 62 60 60 60 62 60 62 60 61 62 60 60 61 60 62 60 62 62 62 61 61 60 61 62 62 60 61 60 62 61 61 62 61 62 60 62 61 61 60 61 61 60 60 62 62 62 62 60 62 60 61 62 60 61 62 62 61 60 61 60 60 60 60 62 62 60 62 62 62 62 61 62 60 60 62 61 60 61 62 60 60 60 60 60 60 62 62 62 62 62 61 60 62 61 61 61 62 62 61 62 61 60 62 62 62 62 60 62 62 61 61 62 61 60 60 61 62 61 60 61 60 60 62 61 62 60 62 62 62 60 60 60 62 61 61 62 60 60 62 61 60 62 62 62 62 60 61 60 62 60 62 62 62 62 61 61 60 60 60 61 61 60 60 61 61 61 60 62 61 60 61 61 60 62 62 61 61 61 62 61 61 62 61 62 61 60 60 60 61 62 60 60 60 60 61 60 62,1
63 61 61 63 62 62 62 62 61 62 61 62 63 62 61 61 62 63 61 61 63 62 63 62 61 61 61 63 63 61 62 61 63 62 63 63 62 62 63 61 63 63 61 63 61 61 61 62 62 63 61 62 63 61 61 63 61 63 62 63 63 62 61 62 61 61 62 61 61 63 63 63 63 62 63 61 61 63 63 63 62 63 63 61 63 63 63 63 61 62 63 62 62 62 61 63 63 63 61 61 62 62 63 61 63 63 63 62 63 63 61 61 62 63 63 63 63 62 61 61 62 63 62 62 63 63 62 61 62 61 63 62 61 63 63 62 62 61 61 62 63 63 61 61 62 62 61 63 62 63 61 62 62 61 63 63 62 61 63 62 63 62 63 62 61 61 63 63 61 62 62 61 62 62 63 61 62 61 62 61 63 61 63 62 61 61 63 63 63 61 63 61 61 61 61 63 62 61 62 62 61 61 61 62 62 62 61 62 62 63 63 62 63 62 62 61 61 62 63 61 63 61 63 62 61,1
68 70 69 69 68 68 68 68 69 69 69 70 69 69 70 69 70 69 70 70 70 68 68 69 69 68 69 69 69 70 69 68 69 70 68 70 70 68 70 70 68 68 70 69 69 68 69 68 70 69 69 69 69 70 69 69 69 69 69 69 70 68 68 68 69 68 70 70 70 70 70 69 70 69 70 68 69 68 68 68 70 70 68 70 68 70 69 70 68 69 68 70 70 69 68 70 68 68 69 69 68 69 70 68 68 68 70 68 68 70 70 69 68 70 70 68 68 69 68 68 69 70 69 69 69 70 68 69 68 70 68 70 69 69 70 68 68 70 68 70 68 68 69 70 70 68 69 68 68 68 69 68 70 68 68 68 68 68 69 70 68 70 68 68 69 70 68,1
70 70 71 69 69 70 70 69 71 69 71 71 71 71 70 71 69 70 70 69 71 69 71 69 71 70 71 71 70 70 71 70 69 71 71 69 71 70 69 70 70 69 70 70 70 70 71 71 71 70 70 69 69 70 69 71 70 70 71 71 71 70 69 70 71 70 69 69 71 69 71 70 70 70 71 69 70 70 70 69 69 69 71 71 71 70 70 71 71 69 70 69 69 69 71 69 69 71 71 70 71 71 70 69 71 71 71 69 69 70 69 70 71 69 69 69 69 71 71 69 71 71 71 69 71 69 70 69 71 69 70 71 71 70 70 70 71 70 70 70 69 71 69 70 71 70 69 70 69 71 70 71 69 69 69 70 70 69 70 70 70 71 71 71 69 70 70 71 70 71 70 71 71 71 71 70 69 70 69 70 69 69 70 71 70 71 71 70 71 69 71 70 70 71 71 71 69 71 69 70 71 69 70 69 69 69 70 70 71 71 70 70 70 69 71 71 69 70 69 71 71 69 69 70 69 71 69 70 70 71 71 69 69 71 69 69 71 69 69 70 70 70 70 70 70 71 70 71 70 71 70 71 70 71 71 71 71 71 70 70 71 70 69 70 70 71 71 70 70 69 71 70 69 71 69 70 71 69 70 71 70 71 71 71 69 70 70 70 71 70 70 71 69 70 70 71 71 71 69 71 71 71 70 70 70 69 70 71 69 69 71 71 70 71 71 70 69 69 69 70 69 71 71 71 71 70 71 69 69 71 70 69 70 70 70 70 69 71 69 71 70 70 69 69 71 70 71 70 69 69 69 70 69 69 70 71 71 71 70 71 69 70 70 70 71 71 69 71 71 69 69 69 70 71 70 71 71 69 70 69 69 71 70 70 71 70 71 70 70 69 69 69 70 71 70 71 71 70 70 71 69 70 70 69 71 71 71 70 70 69 71 71 71 70 69 71 70 70 70 70 69 71 70 71 71 69 70 69 69 69 69 71 69 69 70 69 69 70 70 71 70 70 70 69 70 70 69 69 69 70 70 70,1
73 70 68 73 72 73 66 64 71 73 67 73 68 69 70 71 66 70 67 73 65 63 71 66 63 70 63 68 67 73 69 68 72 72 63 70 71 68 72 63 69 67 72 64 69 73 67 65 71 66 70 68 67 66 63 71 64 66 64 69 66 71 73 63 68 65 73 63 70 65 70 73 72 63 72 68 66 64 71 67 66 65 67 67 73 63 67 67 66 64 67 71 63 63 65 67 67 69 72 68 63 70 67 71 71 63 69 64 65 66 68 67 73 65 63 68 63 71 72 66 64 67 66 63 73 71 70 72 67 73 73 65 70 66 73 65 65 69 69 72 68 72 64 68 70 68 70 66 73 67 66 64 73 68 66 65 66 64 63 68 65 72 68 64 67 65 71 66 69 65 64 66 68 72 71 66 66 66 71 64 72 72 69 68 67 72 66 66 66 68 63 69 71 73 63 63 66 69 72 73 67 66 68 69 65 68 73 67 73 65 73 64 70 69 71 63 65 69 68 69 67 67 71 65 66 70 64 63 69 71 63 72 68 73 71 69 70 69 67 68 65 65 71 69 73 63 68 66 68 73 72 67 63 68 67 63 69 66 67 69 70 65 70 68 64 72 68 65 66 70 73 66 71 71 69 63 72 71 67 71 68 67 65 68 70 70 63 65 65 71 70 69 64 64 70 72 67 72 69 65 67 63 73 68 70 68 65 70 73 67 72 63 72 63 65 65 63 68 65 72 65 65 73 68 65 68 71 64 67 65 71 67 69 63 67 66 73 73 66 73 72 72 73 66 68 68 67 69 69 63 67 67 65 65 69 65 66 66 69 69 70 67 72 65 64 64 63 71 71 66 63 69 68 64 65 67 65 65 63 71 72 63 66 68 69 71 73 72 66 64 71 70 65 63 71 72 66 71 67 65 67 69 68 72 67 65 69 69 66 66 64 67 70 70 66 69 64 72 63 63 69 67 64 65 63 64 69 66 70 70 67 70 68 72 69 70 67 72 68 67 69 69 71 66 70 68 73 67 69 67 68 63 70 63 67 63 64 71 68 73 63 65 71 68 65 63 73 63 70 68 66 64 70 71 66 63 65 67 67 68 72 67 64 64 69 73 63 66 67 72 64 64 63 66 66 65 69 69 73 63 71 67 73 66 73 66 63 65 63 66 66 71 64 73 68 65 71 73 65 71 72 66 63 67 66 70 71 63 71 65 63 64 63 71 65 73 70 63 72 64 72 71 63 68 70 63 73 65 66 67 73 73 67 63 72 69 63 64 66 66 64 64 70 70 67 63 67 71 72 73 72 65 69 71 72 64 65 73 64 71 68 66 65 63 66 67,0
60 60 62 60 61 62 61 61 60 62 62 61 60 60 61 61 62 62 60 61 60 60 62 62 60 62 61 62 62 61 62 62 60 62 60 62 61 62 62 60 61 60 62 60 60 61 62 61 60 60 60 60 60 62 61 61 62 60 61 60 61 62 62 62 62 62 60 60 62 62 60 60 62 60 60 61 62 62 62 61 62 62,1
60 59 58 58 60 59 58 59 58 59 60 59 59 60 59 59 59 59 58 60 60 59,1
66 67 68 68 68 66 66 68 68 68 68 66 67 68 67 67 68 67 66 67 66 66 67 66 67 67 66 68 66 67 66 66 68 68 66 68 67 66 67 68 68 66 67 67 67 66 66 66 67 67 68 68 67 67 66 68 66 66 68 68 68 67 66 66 67 68 66 66 68 66 68 67 67 66 67 66 68 67 68 66 67 67 66 67 66 67 68 67 66 66 68 66 67 67 68 66 67 66 68 68 66 67 68 66 66 68 66 66 67 66 68 68 66 68 67 68 67 67 67 68 66 68 67 68 67 67 66 67 68 68 66 68 67 68 68 66 68 68 68 66 68 66 68 68 66 67 67 66 67 68 67 66 67 66 67 66 68 66 67 67 67 68 67 67 67 67 66 66 67 66 66 67 66 67 66 67 68 66 67 68,1
